epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
69,99.9272,1.25741,1.0539,1.49908,0.99922,0.33333,0.33167,0.20157,1.49241,0.58149,0.59993,0.000466997,0.000466997,0.000466997
70,101.281,1.2284,1.044,1.6239,0.99929,0.33333,0.33167,0.2158,1.35124,0.55209,0.57127,0.00045285,0.00045285,0.00045285
71,102.636,1.27706,1.036,1.48524,0.99927,0.33333,0.33167,0.24325,1.24993,0.57327,0.5798,0.000438703,0.000438703,0.000438703
72,104.016,1.26469,1.01395,1.4368,0.99927,0.33333,0.33167,0.21655,1.42923,0.59738,0.61958,0.000424556,0.000424556,0.000424556
73,105.359,1.28446,1.06458,1.54337,0.99923,0.33333,0.33167,0.23153,1.38233,0.63564,0.63599,0.000410409,0.000410409,0.000410409
74,106.731,1.19872,0.99859,1.54006,0.99914,0.33333,0.33167,0.23217,1.36803,0.69919,0.64644,0.000396262,0.000396262,0.000396262
75,108.089,1.20235,1.01581,1.52107,0.99914,0.33333,0.33167,0.22898,1.36825,0.71397,0.64941,0.000382115,0.000382115,0.000382115
76,109.446,1.25663,1.01185,1.52014,0.99919,0.33333,0.33167,0.22611,1.40433,0.6937,0.63618,0.000367967,0.000367967,0.000367967
77,110.799,1.17303,1.00408,1.50651,0.99917,0.33333,0.33167,0.23623,1.32077,0.66951,0.59821,0.00035382,0.00035382,0.00035382
78,112.151,1.24861,1.01222,1.47545,0.99913,0.33333,0.33167,0.24341,1.28575,0.67194,0.57222,0.000339673,0.000339673,0.000339673
79,113.557,1.23797,1.042,1.50825,0.99912,0.33333,0.33167,0.24524,1.29724,0.69408,0.57624,0.000325526,0.000325526,0.000325526
80,115.021,1.17433,1.00356,1.49032,0.99919,0.33333,0.33167,0.22758,1.37342,0.63275,0.57559,0.000311379,0.000311379,0.000311379
81,116.457,1.21989,0.95497,1.4526,0.9992,0.33333,0.33167,0.22355,1.37774,0.60026,0.58709,0.000297232,0.000297232,0.000297232
82,117.852,1.20911,0.99816,1.50732,0.99926,0.33333,0.33167,0.22422,1.35587,0.56494,0.60366,0.000283085,0.000283085,0.000283085
83,119.201,1.19283,0.97826,1.44544,0.99928,0.33333,0.33167,0.22827,1.34369,0.55599,0.60404,0.000268938,0.000268938,0.000268938
84,120.58,1.17607,0.98492,1.44575,0.99926,0.33333,0.33167,0.2274,1.41416,0.57652,0.60128,0.000254791,0.000254791,0.000254791
85,121.941,1.21479,1.02589,1.4275,0.99927,0.33333,0.33167,0.22489,1.4313,0.57138,0.60634,0.000240644,0.000240644,0.000240644
86,123.281,1.22174,1.01266,1.45936,0.9993,0.33333,0.33167,0.2261,1.44342,0.59714,0.6113,0.000226497,0.000226497,0.000226497
87,124.682,1.22004,1.02214,1.42755,0.99929,0.33333,0.33167,0.22348,1.49165,0.6464,0.62935,0.000212349,0.000212349,0.000212349
88,126.074,1.15084,0.97856,1.46449,0.99926,0.33333,0.33167,0.22921,1.50643,0.69387,0.64104,0.000198202,0.000198202,0.000198202
89,127.422,1.16709,0.98313,1.49285,0.99925,0.33333,0.33167,0.23008,1.47098,0.70032,0.62515,0.000184055,0.000184055,0.000184055
90,128.786,1.20049,0.98714,1.38339,0.99923,0.33333,0.33167,0.23701,1.44766,0.69024,0.61996,0.000169908,0.000169908,0.000169908
91,151.784,1.80834,1.57214,1.05233,0.99919,0.33333,0.33167,0.23688,1.46756,0.72332,0.63542,0.000155761,0.000155761,0.000155761
92,153.322,1.68243,1.52847,1.08943,0.99911,0.33333,0.33167,0.23728,1.57462,0.9143,0.71345,0.000141614,0.000141614,0.000141614
93,154.729,1.75659,1.52435,1.01088,0.99915,0.33333,0.33167,0.23062,1.59364,0.99091,0.72412,0.000127467,0.000127467,0.000127467
94,156.079,1.75338,1.50633,1.06907,0.99917,0.33333,0.33167,0.22237,1.54999,0.98074,0.69043,0.00011332,0.00011332,0.00011332
95,157.437,1.77602,1.51604,1.08864,0.9992,0.33333,0.33167,0.22213,1.5211,0.97941,0.67705,9.91726e-05,9.91726e-05,9.91726e-05
96,158.836,1.78307,1.49033,0.94446,0.99922,0.33333,0.33167,0.21678,1.49492,0.90652,0.6674,8.50255e-05,8.50255e-05,8.50255e-05
97,160.163,1.84115,1.49477,0.88738,0.99921,0.33333,0.33167,0.21758,1.49866,0.93092,0.67191,7.08784e-05,7.08784e-05,7.08784e-05
98,161.512,1.67993,1.45463,0.93727,0.99921,0.33333,0.33167,0.21867,1.49403,0.9477,0.67051,5.67313e-05,5.67313e-05,5.67313e-05
99,162.825,1.64545,1.51154,0.9647,0.9992,0.33333,0.33167,0.22045,1.47876,0.95211,0.66812,4.25842e-05,4.25842e-05,4.25842e-05
100,164.193,1.69052,1.49669,0.96016,0.99919,0.33333,0.33167,0.22807,1.45833,0.95548,0.65839,2.84371e-05,2.84371e-05,2.84371e-05
